[2020-07-05 16:46:25.571] s0	S1	S2	time	d	p	DIR	Angle	Kp	Kd	Speed
[2020-07-05 16:46:42.659]  126	 491	 267	  778690	-42.60	45.00	0	  2	0.60	0.10	160
[2020-07-05 16:46:42.687]  144	 464	 245	  778720	-30.60	40.00	0	  9	0.60	0.10	160
[2020-07-05 16:46:42.707]  160	 343	 242	  778740	-24.60	30.00	0	  5	0.60	0.10	160
[2020-07-05 16:46:42.730]  178	 212	 238	  778760	-18.00	33.00	0	 15	0.60	0.10	160
[2020-07-05 16:46:42.759]  188	 181	 220	  778791	-9.60	27.10	0	 17	0.60	0.10	160
[2020-07-05 16:46:42.810]  186	 162	 205	  778811	-6.00	18.00	0	 12	0.60	0.10	160
[2020-07-05 16:46:42.816]  191	 165	 191	  778831	 0.00	30.00	0	 30	0.60	0.10	160
[2020-07-05 16:46:42.832]  193	 164	 178	  778861	 4.20	14.00	0	 18	0.60	0.10	160
[2020-07-05 16:46:42.852]  191	 166	 167	  778881	 7.20	15.00	0	 22	0.60	0.10	160
[2020-07-05 16:46:42.868]  189	 217	 163	  778901	 7.80	 3.00	0	 10	0.60	0.10	160
[2020-07-05 16:46:42.898]  188	 275	 161	  778931	 7.80	 0.00	0	  7	0.60	0.10	160
[2020-07-05 16:46:42.918]  180	 324	 165	  778951	 4.20	-18.00	2	 13	0.60	0.10	160
[2020-07-05 16:46:42.941]  173	 368	 163	  778971	 3.00	-6.00	2	  3	0.60	0.10	160
[2020-07-05 16:46:42.968]  171	 399	 170	  779001	 0.00	-10.00	2	 10	0.60	0.10	160
[2020-07-05 16:46:42.988]  163	 429	 178	  779021	-4.80	-24.00	2	 28	0.60	0.10	160
[2020-07-05 16:46:43.017]  158	 425	 181	  779041	-7.20	-12.00	2	 19	0.60	0.10	160
[2020-07-05 16:46:43.062]  159	 414	 189	  779071	-9.00	-6.00	2	 15	0.60	0.10	160
[2020-07-05 16:46:43.082]  164	 410	 194	  779091	-9.00	 0.00	2	  9	0.60	0.10	160
[2020-07-05 16:46:43.093]  160	 407	 200	  779121	-12.00	-10.00	2	 22	0.60	0.10	160
[2020-07-05 16:46:43.115]  165	 395	 203	  779141	-11.40	 3.00	2	  8	0.60	0.10	160
[2020-07-05 16:46:43.179]  154	 394	 207	  779161	-16.20	-24.00	2	 40	0.60	0.10	160
[2020-07-05 16:46:43.186]  144	 383	 208	  779191	-19.20	-10.00	2	 29	0.60	0.10	160
[2020-07-05 16:46:43.198]  149	 386	 213	  779211	-19.20	 0.00	2	 19	0.60	0.10	160
[2020-07-05 16:46:43.208]  146	 371	 215	  779231	-21.00	-9.00	2	 29	0.60	0.10	160
[2020-07-05 16:46:43.231]  139	 355	 206	  779261	-20.40	 2.00	2	 18	0.60	0.10	160
[2020-07-05 16:46:43.253]  145	 367	 202	  779281	-17.40	15.00	2	  2	0.60	0.10	160
[2020-07-05 16:46:43.268]  144	 390	 198	  779301	-16.20	 6.00	2	 10	0.60	0.10	160
[2020-07-05 16:46:43.299]  149	 425	 199	  779331	-15.00	 4.00	2	 11	0.60	0.10	160
[2020-07-05 16:46:43.319]  151	 428	 195	  779351	-13.20	 9.00	2	  4	0.60	0.10	160
[2020-07-05 16:46:43.338]  150	 450	 191	  779371	-12.60	 3.00	2	  9	0.60	0.10	160
[2020-07-05 16:46:43.368]  153	 451	 190	  779401	-11.40	 4.00	2	  7	0.60	0.10	160
[2020-07-05 16:46:43.413]  153	 456	 189	  779421	-10.80	 3.00	2	  7	0.60	0.10	160
[2020-07-05 16:46:43.458]  161	 458	 194	  779441	-10.20	 3.00	2	  7	0.60	0.10	160
[2020-07-05 16:46:43.477]  156	 443	 198	  779471	-12.60	-8.00	2	 20	0.60	0.10	160
[2020-07-05 16:46:43.484]  157	 429	 217	  779491	-18.00	-27.00	2	 45	0.60	0.10	160
[2020-07-05 16:46:43.537]  156	 421	 252	  779521	-28.80	-36.00	2	 64	0.60	0.10	160
[2020-07-05 16:46:43.547]  154	 410	 300	  779541	-43.80	-75.00	2	100	0.60	0.10	160
[2020-07-05 16:46:43.554]  153	 389	 300	  779561	-44.40	-3.00	2	 47	0.60	0.10	160
[2020-07-05 16:46:43.560]  147	 388	 300	  779582	-46.20	-8.57	2	 54	0.60	0.10	160
[2020-07-05 16:46:43.582]  167	 370	 300	  779611	-40.20	20.69	2	 19	0.60	0.10	160
[2020-07-05 16:46:43.599]  177	 359	 300	  779631	-37.20	15.00	2	 22	0.60	0.10	160
[2020-07-05 16:46:43.619]  189	 340	 300	  779652	-33.60	17.14	2	 16	0.60	0.10	160
[2020-07-05 16:46:43.648]  203	 333	 300	  779681	-29.40	14.48	2	 14	0.60	0.10	160
[2020-07-05 16:46:43.679]  213	 322	 300	  779701	-26.40	15.00	2	 11	0.60	0.10	160
[2020-07-05 16:46:43.703]  219	 308	 300	  779731	-24.60	 6.00	2	 18	0.60	0.10	160
[2020-07-05 16:46:43.718]  220	 296	 300	  779751	-24.00	 3.00	2	 20	0.60	0.10	160
[2020-07-05 16:46:43.738]  213	 285	 300	  779771	-26.40	-12.00	2	 38	0.60	0.10	160
[2020-07-05 16:46:43.777]  205	 265	 300	  779801	-28.80	-8.00	2	 36	0.60	0.10	160
[2020-07-05 16:46:43.798]  194	 249	 300	  779821	-31.80	-15.00	2	 46	0.60	0.10	160
[2020-07-05 16:46:43.808]  185	 234	 300	  779841	-34.80	-15.00	2	 49	0.60	0.10	160
[2020-07-05 16:46:43.838]  174	 217	 300	  779871	-37.80	-10.00	2	 47	0.60	0.10	160
[2020-07-05 16:46:43.867]  154	 202	 300	  779891	-43.80	-30.00	2	 73	0.60	0.10	160
[2020-07-05 16:46:43.918]  137	 190	 300	  779911	-49.20	-27.00	2	 76	0.60	0.10	160
[2020-07-05 16:46:43.925]  118	 184	 300	  779941	-54.60	-18.00	2	 72	0.60	0.10	160
[2020-07-05 16:46:43.931]   99	 175	 300	  779961	-60.60	-30.00	2	 90	0.60	0.10	160
[2020-07-05 16:46:43.948]   80	 171	 300	  779981	-66.00	-27.00	2	 92	0.60	0.10	160
[2020-07-05 16:46:43.980]   82	 174	 300	  780011	-65.40	 2.00	2	 63	0.60	0.10	160
[2020-07-05 16:46:44.003]   72	 180	 300	  780031	-68.40	-15.00	2	 83	0.60	0.10	160
[2020-07-05 16:46:44.029]   70	 189	 300	  780061	-69.00	-2.00	2	 70	0.60	0.10	160
[2020-07-05 16:46:44.049]   70	 204	 300	  780081	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:44.069]   75	 213	 300	  780101	-67.80	 6.00	2	 61	0.60	0.10	160
[2020-07-05 16:46:44.088]   74	 221	 300	  780121	-67.80	 0.00	2	 67	0.60	0.10	160
[2020-07-05 16:46:44.119]   75	 243	 300	  780151	-67.80	 0.00	2	 67	0.60	0.10	160
[2020-07-05 16:46:44.151]   80	 253	 300	  780171	-66.00	 9.00	2	 56	0.60	0.10	160
[2020-07-05 16:46:44.160]   86	 285	 300	  780192	-64.20	 8.57	2	 55	0.60	0.10	160
[2020-07-05 16:46:44.194]   97	 326	 300	  780221	-61.20	10.34	2	 50	0.60	0.10	160
[2020-07-05 16:46:44.215]  106	 340	 300	  780241	-58.20	15.00	2	 43	0.60	0.10	160
[2020-07-05 16:46:44.281]  110	 345	  70	  780271	12.00	234.00	0	100	0.60	0.10	160
[2020-07-05 16:46:44.285]  118	 349	 254	  780291	-40.80	-264.00	2	100	0.60	0.10	160
[2020-07-05 16:46:44.291]  126	 381	 277	  780311	-45.60	-24.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:44.324]  134	 391	 297	  780341	-49.20	-12.00	2	 61	0.60	0.10	160
[2020-07-05 16:46:44.342]  139	 381	 291	  780361	-45.60	18.00	2	 27	0.60	0.10	160
[2020-07-05 16:46:44.347]  143	 364	 298	  780381	-46.80	-6.00	2	 52	0.60	0.10	160
[2020-07-05 16:46:44.377]  141	 349	 293	  780411	-45.60	 4.00	2	 41	0.60	0.10	160
[2020-07-05 16:46:44.398]  141	 338	 290	  780431	-45.00	 3.00	2	 41	0.60	0.10	160
[2020-07-05 16:46:44.418]  142	 331	 298	  780451	-46.80	-9.00	2	 55	0.60	0.10	160
[2020-07-05 16:46:44.448]  145	 316	 300	  780481	-46.80	 0.00	2	 46	0.60	0.10	160
[2020-07-05 16:46:44.466]  145	 312	 295	  780501	-45.00	 9.00	2	 35	0.60	0.10	160
[2020-07-05 16:46:44.485]  145	 306	 297	  780521	-45.60	-3.00	2	 48	0.60	0.10	160
[2020-07-05 16:46:44.517]  136	 315	 300	  780551	-49.20	-12.00	2	 61	0.60	0.10	160
[2020-07-05 16:46:44.538]  134	 316	 295	  780571	-48.60	 3.00	2	 45	0.60	0.10	160
[2020-07-05 16:46:44.558]  126	 317	 298	  780591	-51.60	-15.00	2	 66	0.60	0.10	160
[2020-07-05 16:46:44.588]  138	 319	 297	  780621	-48.00	12.00	2	 35	0.60	0.10	160
[2020-07-05 16:46:44.644]  131	 325	 292	  780641	-48.60	-3.00	2	 51	0.60	0.10	160
[2020-07-05 16:46:44.652]  133	 335	 285	  780662	-45.60	14.29	2	 31	0.60	0.10	160
[2020-07-05 16:46:44.658]  137	 350	 270	  780691	-40.20	18.62	2	 21	0.60	0.10	160
[2020-07-05 16:46:44.693]  143	 378	 255	  780711	-33.60	33.00	1	  0	0.60	0.10	160
[2020-07-05 16:46:44.708]  153	 415	 240	  780741	-26.40	24.00	2	  2	0.60	0.10	160
[2020-07-05 16:46:44.746]  155	 470	 221	  780761	-19.80	33.00	0	 13	0.60	0.10	160
[2020-07-05 16:46:44.764]  166	 491	 211	  780781	-13.80	30.00	0	 16	0.60	0.10	160
[2020-07-05 16:46:44.781]  163	 497	 201	  780811	-11.40	 8.00	2	  3	0.60	0.10	160
[2020-07-05 16:46:44.798]  163	 490	 201	  780831	-11.40	 0.00	2	 11	0.60	0.10	160
[2020-07-05 16:46:44.818]  159	 478	 195	  780851	-10.80	 3.00	2	  7	0.60	0.10	160
[2020-07-05 16:46:44.846]  156	 467	 212	  780881	-16.80	-20.00	2	 36	0.60	0.10	160
[2020-07-05 16:46:44.868]  145	 445	 219	  780901	-22.20	-27.00	2	 49	0.60	0.10	160
[2020-07-05 16:46:44.898]  138	 427	 240	  780931	-30.60	-28.00	2	 58	0.60	0.10	160
[2020-07-05 16:46:44.918]  129	 409	 242	  780951	-34.20	-18.00	2	 52	0.60	0.10	160
[2020-07-05 16:46:44.938]  124	 396	 244	  780971	-36.00	-9.00	2	 44	0.60	0.10	160
[2020-07-05 16:46:44.962]  124	 391	 240	  780991	-34.80	 6.00	2	 28	0.60	0.10	160
[2020-07-05 16:46:45.055]  117	 397	 234	  781021	-35.40	-2.00	2	 37	0.60	0.10	160
[2020-07-05 16:46:45.075]  119	 466	 224	  781041	-31.80	18.00	2	 13	0.60	0.10	160
[2020-07-05 16:46:45.093]  123	 600	 214	  781061	-27.60	21.00	2	  6	0.60	0.10	160
[2020-07-05 16:46:45.108]  131	 916	 202	  781091	-21.60	20.00	2	  1	0.60	0.10	160
[2020-07-05 16:46:45.125]  137	1025	 193	  781111	-16.80	24.00	0	  7	0.60	0.10	160
[2020-07-05 16:46:45.131]  147	1021	 190	  781141	-13.20	12.00	2	  1	0.60	0.10	160
[2020-07-05 16:46:45.135]  161	1014	 188	  781161	-8.40	24.00	0	 15	0.60	0.10	160
[2020-07-05 16:46:45.148]  166	 987	 180	  781181	-4.20	21.00	0	 16	0.60	0.10	160
[2020-07-05 16:46:45.168]  173	 895	 174	  781201	-0.60	18.00	0	 17	0.60	0.10	160
[2020-07-05 16:46:45.227]  174	 851	 173	  781231	 0.00	 2.00	0	  2	0.60	0.10	160
[2020-07-05 16:46:45.241]  182	 755	 176	  781251	 1.80	 9.00	0	 10	0.60	0.10	160
[2020-07-05 16:46:45.251]  174	 693	 179	  781281	-1.80	-12.00	2	 13	0.60	0.10	160
[2020-07-05 16:46:45.268]  167	 637	 186	  781301	-6.00	-21.00	2	 27	0.60	0.10	160
[2020-07-05 16:46:45.288]  171	 588	 195	  781321	-7.20	-6.00	2	 13	0.60	0.10	160
[2020-07-05 16:46:45.318]  177	 549	 213	  781351	-10.80	-12.00	2	 22	0.60	0.10	160
[2020-07-05 16:46:45.372]  179	 519	 245	  781371	-19.80	-45.00	2	 64	0.60	0.10	160
[2020-07-05 16:46:45.397]  183	 469	 300	  781391	-35.40	-78.00	2	100	0.60	0.10	160
[2020-07-05 16:46:45.418]  189	 436	 300	  781421	-33.60	 6.00	2	 27	0.60	0.10	160
[2020-07-05 16:46:45.430]  194	 404	 300	  781441	-31.80	 9.00	2	 22	0.60	0.10	160
[2020-07-05 16:46:45.434]  206	 371	 300	  781461	-28.20	18.00	2	 10	0.60	0.10	160
[2020-07-05 16:46:45.459]  209	 343	 300	  781491	-27.60	 2.00	2	 25	0.60	0.10	160
[2020-07-05 16:46:45.481]  220	 326	 300	  781511	-24.00	18.00	2	  5	0.60	0.10	160
[2020-07-05 16:46:45.500]  225	 299	 300	  781531	-22.80	 6.00	2	 16	0.60	0.10	160
[2020-07-05 16:46:45.530]  218	 285	 300	  781561	-24.60	-6.00	2	 30	0.60	0.10	160
[2020-07-05 16:46:45.548]  206	 273	 300	  781581	-28.20	-18.00	2	 46	0.60	0.10	160
[2020-07-05 16:46:45.569]  199	 257	 300	  781601	-30.60	-12.00	2	 42	0.60	0.10	160
[2020-07-05 16:46:45.617]  191	 243	 300	  781631	-33.00	-8.00	2	 41	0.60	0.10	160
[2020-07-05 16:46:45.631]  174	 226	 300	  781651	-37.80	-24.00	2	 61	0.60	0.10	160
[2020-07-05 16:46:45.650]  163	 215	 300	  781681	-41.40	-12.00	2	 53	0.60	0.10	160
[2020-07-05 16:46:45.668]  148	 203	 300	  781701	-45.60	-21.00	2	 66	0.60	0.10	160
[2020-07-05 16:46:45.688]  132	 191	 300	  781721	-50.40	-24.00	2	 74	0.60	0.10	160
[2020-07-05 16:46:45.743]  114	 182	 300	  781751	-55.80	-18.00	2	 73	0.60	0.10	160
[2020-07-05 16:46:45.749]  101	 170	 300	  781771	-60.00	-21.00	2	 81	0.60	0.10	160
[2020-07-05 16:46:45.759]   92	 163	 300	  781791	-62.40	-12.00	2	 74	0.60	0.10	160
[2020-07-05 16:46:45.788]   82	 159	 300	  781821	-65.40	-10.00	2	 75	0.60	0.10	160
[2020-07-05 16:46:45.809]   74	 141	 300	  781841	-67.80	-12.00	2	 79	0.60	0.10	160
[2020-07-05 16:46:45.833]   70	 144	 300	  781861	-69.00	-6.00	2	 74	0.60	0.10	160
[2020-07-05 16:46:45.863]   70	 146	 300	  781891	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:45.883]   70	 140	 300	  781911	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:45.901]   70	 148	 300	  781931	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:45.932]   70	 152	 300	  781961	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:45.983]   70	 152	 300	  781981	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:46.005]   70	 154	 300	  782001	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:46.018]   70	 165	 300	  782031	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:46.047]   70	 180	 300	  782051	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:46.120]   70	 183	 300	  782071	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:46.147]   70	 201	 300	  782101	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:46.156]   70	 220	 300	  782121	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:46.187]   70	 241	 300	  782142	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:46.219]   74	 261	 300	  782171	-67.80	 4.14	2	 63	0.60	0.10	160
[2020-07-05 16:46:46.261]   74	 284	 300	  782191	-67.80	 0.00	2	 67	0.60	0.10	160
[2020-07-05 16:46:46.269]   83	 291	 300	  782221	-65.40	 8.00	2	 57	0.60	0.10	160
[2020-07-05 16:46:46.279]   82	 331	 297	  782241	-64.80	 3.00	2	 61	0.60	0.10	160
[2020-07-05 16:46:46.292]  104	 392	 278	  782261	-52.20	63.00	0	 10	0.60	0.10	160
[2020-07-05 16:46:46.304]  118	 435	 270	  782291	-45.60	22.00	2	 23	0.60	0.10	160
[2020-07-05 16:46:46.316]  130	 465	 256	  782311	-37.80	39.00	0	  1	0.60	0.10	160
[2020-07-05 16:46:46.320]  141	 472	 239	  782331	-29.40	42.00	0	 12	0.60	0.10	160
[2020-07-05 16:46:46.329]  147	 462	 229	  782361	-24.60	16.00	2	  8	0.60	0.10	160
[2020-07-05 16:46:46.349]  158	 451	 221	  782381	-19.20	27.00	0	  7	0.60	0.10	160
[2020-07-05 16:46:46.368]  161	 442	 216	  782401	-16.80	12.00	2	  4	0.60	0.10	160
[2020-07-05 16:46:46.407]  162	 429	 210	  782431	-14.40	 8.00	2	  6	0.60	0.10	160
[2020-07-05 16:46:46.441]  159	 420	 210	  782451	-15.60	-6.00	2	 21	0.60	0.10	160
[2020-07-05 16:46:46.484]  152	 411	 208	  782471	-16.80	-6.00	2	 22	0.60	0.10	160
[2020-07-05 16:46:46.489]  152	 399	 208	  782501	-16.80	 0.00	2	 16	0.60	0.10	160
[2020-07-05 16:46:46.496]  150	 390	 212	  782521	-18.60	-9.00	2	 27	0.60	0.10	160
[2020-07-05 16:46:46.519]  143	 373	 215	  782541	-21.60	-15.00	2	 36	0.60	0.10	160
[2020-07-05 16:46:46.538]  142	 364	 215	  782571	-22.20	-2.00	2	 24	0.60	0.10	160
[2020-07-05 16:46:46.558]  138	 359	 218	  782591	-24.00	-9.00	2	 32	0.60	0.10	160
[2020-07-05 16:46:46.580]  135	 367	 219	  782611	-25.20	-6.00	2	 31	0.60	0.10	160
[2020-07-05 16:46:46.622]  135	 388	 218	  782641	-25.20	 0.00	2	 25	0.60	0.10	160
[2020-07-05 16:46:46.673]  136	 398	 217	  782661	-24.60	 3.00	2	 21	0.60	0.10	160
[2020-07-05 16:46:46.687]  140	 396	 217	  782682	-23.40	 5.71	2	 17	0.60	0.10	160
[2020-07-05 16:46:46.700]  145	 388	 219	  782711	-22.20	 4.14	2	 18	0.60	0.10	160
[2020-07-05 16:46:46.714]  148	 390	 214	  782731	-19.80	12.00	2	  7	0.60	0.10	160
[2020-07-05 16:46:46.740]  143	 383	 219	  782761	-22.80	-10.00	2	 32	0.60	0.10	160
[2020-07-05 16:46:46.750]  136	 366	 219	  782781	-25.20	-12.00	2	 37	0.60	0.10	160
[2020-07-05 16:46:46.770]  136	 337	 217	  782801	-24.60	 3.00	2	 21	0.60	0.10	160
[2020-07-05 16:46:46.804]  139	 327	 217	  782831	-23.40	 4.00	2	 19	0.60	0.10	160
[2020-07-05 16:46:46.854]  136	 343	 212	  782851	-22.80	 3.00	2	 19	0.60	0.10	160
[2020-07-05 16:46:46.863]  136	 404	 200	  782871	-19.20	18.00	2	  1	0.60	0.10	160
[2020-07-05 16:46:46.903]  137	 418	 196	  782901	-18.00	 4.00	2	 13	0.60	0.10	160
[2020-07-05 16:46:46.917]  142	 435	 200	  782921	-17.40	 3.00	2	 14	0.60	0.10	160
[2020-07-05 16:46:46.926]  144	 446	 197	  782941	-16.20	 6.00	2	 10	0.60	0.10	160
[2020-07-05 16:46:46.932]  146	 449	 193	  782971	-14.40	 6.00	2	  8	0.60	0.10	160
[2020-07-05 16:46:46.947]  146	 458	 196	  782991	-15.00	-3.00	2	 18	0.60	0.10	160
[2020-07-05 16:46:46.990]  146	 462	 199	  783011	-16.20	-6.00	2	 22	0.60	0.10	160
[2020-07-05 16:46:47.008]  152	 458	 200	  783041	-14.40	 6.00	2	  8	0.60	0.10	160
[2020-07-05 16:46:47.029]  152	 447	 209	  783061	-17.40	-15.00	2	 32	0.60	0.10	160
[2020-07-05 16:46:47.049]  153	 438	 215	  783081	-18.60	-6.00	2	 24	0.60	0.10	160
[2020-07-05 16:46:47.078]  153	 435	 229	  783111	-22.80	-14.00	2	 36	0.60	0.10	160
[2020-07-05 16:46:47.103]  151	 425	 261	  783131	-33.00	-51.00	2	 84	0.60	0.10	160
[2020-07-05 16:46:47.114]  154	 407	 300	  783151	-43.80	-54.00	2	 97	0.60	0.10	160
[2020-07-05 16:46:47.148]  145	 405	 300	  783181	-46.80	-10.00	2	 56	0.60	0.10	160
[2020-07-05 16:46:47.183]  165	 377	 300	  783201	-40.80	30.00	2	 10	0.60	0.10	160
[2020-07-05 16:46:47.257]  174	 353	 300	  783222	-37.80	14.29	2	 23	0.60	0.10	160
[2020-07-05 16:46:47.263]  187	 343	 300	  783251	-34.20	12.41	2	 21	0.60	0.10	160
[2020-07-05 16:46:47.269]  198	 339	 300	  783271	-30.60	18.00	2	 12	0.60	0.10	160
[2020-07-05 16:46:47.272]  211	 326	 300	  783301	-27.00	12.00	2	 15	0.60	0.10	160
[2020-07-05 16:46:47.288]  222	 320	 300	  783321	-23.40	18.00	2	  5	0.60	0.10	160
[2020-07-05 16:46:47.308]  223	 309	 300	  783341	-23.40	 0.00	2	 23	0.60	0.10	160
[2020-07-05 16:46:47.338]  223	 299	 300	  783371	-23.40	 0.00	2	 23	0.60	0.10	160
[2020-07-05 16:46:47.369]  218	 283	 300	  783391	-24.60	-6.00	2	 30	0.60	0.10	160
[2020-07-05 16:46:47.386]  209	 269	 300	  783411	-27.60	-15.00	2	 42	0.60	0.10	160
[2020-07-05 16:46:47.408]  197	 247	 300	  783441	-31.20	-12.00	2	 43	0.60	0.10	160
[2020-07-05 16:46:47.429]  181	 233	 300	  783461	-36.00	-24.00	2	 59	0.60	0.10	160
[2020-07-05 16:46:47.450]  169	 218	 300	  783481	-39.60	-18.00	2	 57	0.60	0.10	160
[2020-07-05 16:46:47.478]  145	 202	 300	  783511	-46.80	-24.00	2	 70	0.60	0.10	160
[2020-07-05 16:46:47.497]  130	 193	 300	  783531	-51.00	-21.00	2	 72	0.60	0.10	160
[2020-07-05 16:46:47.526]  114	 187	 300	  783551	-55.80	-24.00	2	 79	0.60	0.10	160
[2020-07-05 16:46:47.598]   91	 181	 300	  783581	-63.00	-24.00	2	 87	0.60	0.10	160
[2020-07-05 16:46:47.605]   89	 178	 300	  783601	-63.60	-3.00	2	 66	0.60	0.10	160
[2020-07-05 16:46:47.615]   81	 185	 300	  783621	-66.00	-12.00	2	 77	0.60	0.10	160
[2020-07-05 16:46:47.622]   77	 188	 300	  783651	-67.20	-4.00	2	 71	0.60	0.10	160
[2020-07-05 16:46:47.642]   72	 197	 300	  783671	-68.40	-6.00	2	 74	0.60	0.10	160
[2020-07-05 16:46:47.668]   72	 202	 300	  783692	-68.40	 0.00	2	 68	0.60	0.10	160
[2020-07-05 16:46:47.704]   70	 202	 300	  783721	-69.00	-2.07	2	 71	0.60	0.10	160
[2020-07-05 16:46:47.722]   72	 218	 300	  783741	-68.40	 3.00	2	 65	0.60	0.10	160
[2020-07-05 16:46:47.742]   74	 227	 300	  783771	-67.80	 2.00	2	 65	0.60	0.10	160
[2020-07-05 16:46:47.764]   77	 234	 300	  783791	-67.20	 3.00	2	 64	0.60	0.10	160
[2020-07-05 16:46:47.788]   83	 249	 300	  783811	-65.40	 9.00	2	 56	0.60	0.10	160
[2020-07-05 16:46:47.808]   85	 264	 300	  783841	-64.80	 2.00	2	 62	0.60	0.10	160
[2020-07-05 16:46:47.830]   89	 280	 300	  783861	-63.60	 6.00	2	 57	0.60	0.10	160
[2020-07-05 16:46:47.850]   94	 282	 300	  783881	-61.80	 9.00	2	 52	0.60	0.10	160
[2020-07-05 16:46:47.878]   99	 288	 300	  783911	-60.60	 4.00	2	 56	0.60	0.10	160
[2020-07-05 16:46:47.907]  107	 309	 300	  783931	-58.20	12.00	2	 46	0.60	0.10	160
[2020-07-05 16:46:47.956]  116	 327	 300	  783951	-55.20	15.00	2	 40	0.60	0.10	160
[2020-07-05 16:46:47.962]  121	 333	 300	  783981	-54.00	 4.00	2	 50	0.60	0.10	160
[2020-07-05 16:46:47.967]  132	 347	 299	  784001	-50.40	18.00	2	 32	0.60	0.10	160
[2020-07-05 16:46:47.988]  137	 362	 290	  784021	-46.20	21.00	2	 25	0.60	0.10	160
[2020-07-05 16:46:48.018]  149	 396	 279	  784051	-39.00	24.00	2	 14	0.60	0.10	160
[2020-07-05 16:46:48.041]  161	 415	 268	  784071	-32.40	33.00	1	  0	0.60	0.10	160
[2020-07-05 16:46:48.062]  159	 431	 256	  784091	-29.40	15.00	2	 14	0.60	0.10	160
[2020-07-05 16:46:48.088]  163	 450	 244	  784121	-24.60	16.00	2	  8	0.60	0.10	160
[2020-07-05 16:46:48.108]  159	 458	 235	  784141	-22.80	 9.00	2	 13	0.60	0.10	160
[2020-07-05 16:46:48.130]  179	 465	 225	  784161	-13.80	45.00	0	 31	0.60	0.10	160
[2020-07-05 16:46:48.159]  187	 470	 216	  784191	-9.00	16.00	0	  7	0.60	0.10	160
[2020-07-05 16:46:48.184]  188	 488	 210	  784211	-6.60	12.00	0	  5	0.60	0.10	160
[2020-07-05 16:46:48.237]  189	 502	 196	  784241	-2.40	14.00	0	 11	0.60	0.10	160
[2020-07-05 16:46:48.247]  193	 512	 195	  784261	-0.60	 9.00	0	  8	0.60	0.10	160
[2020-07-05 16:46:48.248]  194	 519	 191	  784281	 0.60	 6.00	0	  6	0.60	0.10	160
[2020-07-05 16:46:48.280]  196	 509	 192	  784311	 1.20	 2.00	0	  3	0.60	0.10	160
[2020-07-05 16:46:48.325]  184	 490	 194	  784331	-3.00	-21.00	2	 24	0.60	0.10	160
[2020-07-05 16:46:48.333]  186	 467	 199	  784351	-4.20	-6.00	2	 10	0.60	0.10	160
[2020-07-05 16:46:48.350]  185	 454	 202	  784381	-5.40	-4.00	2	  9	0.60	0.10	160
[2020-07-05 16:46:48.368]  176	 437	 215	  784401	-12.00	-33.00	2	 45	0.60	0.10	160
[2020-07-05 16:46:48.392]  168	 420	 232	  784421	-19.20	-36.00	2	 55	0.60	0.10	160
[2020-07-05 16:46:48.418]  158	 406	 245	  784451	-26.40	-24.00	2	 50	0.60	0.10	160
[2020-07-05 16:46:48.439]  153	 395	 252	  784471	-30.00	-18.00	2	 48	0.60	0.10	160
[2020-07-05 16:46:48.458]  141	 392	 254	  784491	-34.20	-21.00	2	 55	0.60	0.10	160
[2020-07-05 16:46:48.489]  136	 390	 251	  784521	-34.80	-2.00	2	 36	0.60	0.10	160
[2020-07-05 16:46:48.518]  130	 388	 245	  784541	-34.80	 0.00	2	 34	0.60	0.10	160
[2020-07-05 16:46:48.538]  126	 393	 241	  784561	-34.80	 0.00	2	 34	0.60	0.10	160
[2020-07-05 16:46:48.558]  122	 404	 234	  784591	-33.60	 4.00	2	 29	0.60	0.10	160
[2020-07-05 16:46:48.579]  125	 436	 228	  784611	-31.20	12.00	2	 19	0.60	0.10	160
[2020-07-05 16:46:48.599]  124	 535	 222	  784631	-29.40	 9.00	2	 20	0.60	0.10	160
[2020-07-05 16:46:48.654]  130	 677	 207	  784661	-23.40	20.00	2	  3	0.60	0.10	160
[2020-07-05 16:46:48.695]  135	 956	 197	  784681	-18.60	24.00	0	  5	0.60	0.10	160
[2020-07-05 16:46:48.712]  142	 979	 195	  784702	-16.20	11.43	2	  4	0.60	0.10	160
[2020-07-05 16:46:48.730]  150	 964	 190	  784731	-12.00	14.48	0	  2	0.60	0.10	160
[2020-07-05 16:46:48.733]  156	 958	 187	  784751	-9.60	12.00	0	  2	0.60	0.10	160
